Policy_ID,Make_name,Model_name,Manufacture_year,Body_type_name,Policyholder_dob,City,gender,nationality,Discount,Price,Date,channel,Converted
P35628134,HYUNDAI,ACCENT,2010,SEDAN,1/19/2003,الجوف,Male,Saudi Arabia        ,0,3194.4,3/25/2025 0:38,Website,0
P65316802,FORD,TAURUS,2015,SEDAN,6/22/1987,الدمام,Male,Saudi Arabia        ,0,1304.06,5/17/2025 0:38,App,0
P71207878,TOYOTA,COROLLA,2009,SEDAN,6/1/1987,مكة المكرمة,Male,Sudan               ,0,964.16,4/17/2025 0:38,App,0
P82075264,NISSAN,PICK-UP,2016,PICKUP,11/28/1962,القطيف,Male,Saudi Arabia        ,0,983.56,7/1/2025 0:38,Website,0
P39415133,TOYOTA,Urban Cruise,2024,SUV,9/3/1970,الرياض,Male,Saudi Arabia        ,0,1715.2,7/6/2025 0:38,App,0
P97999726,NISSAN,SUNNY,2016,SEDAN,3/1/1986,جدة,Male,Saudi Arabia        ,547.8,821.7,3/25/2025 0:38,Agent,0
P13195136,HYUNDAI,ELANTRA,2023,SEDAN,1/2/1997,صفوى,Male,Egypt               ,0,1781.84,6/25/2025 0:38,Website,1
P62873821,HYUNDAI,ELANTRA,2011,SEDAN,9/3/1970,الدمام,Male,Saudi Arabia        ,0,1586.55,4/13/2025 0:38,App,0
P88222818,TOYOTA,AURION GRAND,2011,SEDAN,6/18/1986,بريده,Female,Saudi Arabia        ,101.32,911.84,4/11/2025 0:38,App,1
P68533878,TOYOTA,COROLLA,2024,SEDAN,8/26/2003,الخرج,Male,Saudi Arabia        ,0,2625.56,1/25/2025 0:39,App,0
P57545729,CHEVROLET,SUBURBN,2005,SUV,10/26/1965,صفوى,Male,Saudi Arabia        ,235.32,941.28,4/5/2025 0:39,Website,0
P41905154,CHEVROLET,SUBURBN,2021,SUV,10/5/1967,الرياض,Male,Saudi Arabia        ,0,882.57,4/26/2025 0:39,App,0
P61501616,CHEVROLET,SUBURBN,2005,SUV,10/26/1965,صفوى,Male,Saudi Arabia        ,0,941.28,6/12/2025 0:39,Website,0
P21779628,TOYOTA,CAMRY,2013,SEDAN,11/4/1993,المدينة المنورة,Male,Saudi Arabia        ,0,1354.06,6/2/2025 0:39,Website,0
P54825040,CHEVROLET,CRUZE,2016,SEDAN,11/22/1989,مكة المكرمة,Female,Saudi Arabia        ,0,1234.46,6/9/2025 0:39,App,0
P86398058,MAZDA,6,2016,SEDAN,3/15/1987,الخبر,Male,Saudi Arabia        ,0,1275.73,7/11/2025 0:40,Agent,0
P68229042,FORD,TAURUS,2023,SEDAN,8/13/2000,بريده,Male,Saudi Arabia        ,0,1258.56,3/14/2025 0:40,App,0
P82215456,CHEVROLET,CRUZE,2016,SEDAN,11/22/1989,مكة المكرمة,Female,Saudi Arabia        ,0,1234.46,4/2/2025 0:40,Agent,0
P21217038,TOYOTA,FJ CRUSER,2014,JEEP,8/13/1999,حائل,Male,Saudi Arabia        ,0,2375.42,4/5/2025 0:40,App,0
P30089396,HYUNDAI,ACCENT,2012,SEDAN,1/1/1986,الرياض,Male,Egypt               ,0,1736.98,7/10/2025 0:40,Website,0
P51647017,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,248.82,2239.38,6/8/2025 0:40,App,0
P60350194,TOYOTA,COROLLA,2011,SEDAN,1/1/1982,مكة المكرمة,Male,Egypt               ,0,1197.79,4/16/2025 0:40,Website,0
P26493566,KIA,OPTIMA,2015,SEDAN,2/17/1998,جدة,Male,Saudi Arabia        ,153.77,1383.93,4/19/2025 0:40,Website,0
P40343388,CHEVROLET,SUBURBN,2005,SUV,10/26/1965,صفوى,Male,Saudi Arabia        ,0,941.28,5/10/2025 0:40,Website,0
P94618570,TOYOTA,YARIS,2019,SEDAN,2/9/1978,الرياض,Male,Saudi Arabia        ,0,1970.74,5/18/2025 0:40,Website,0
P49314235,NISSAN,PICK-UP,2014,PICKUP,8/2/1999,حائل,Male,Saudi Arabia        ,0,1563.69,7/17/2025 0:41,App,0
P82931455,NISSAN,ALTIMA,2007,SEDAN,3/17/2004,جدة,Male,Saudi Arabia        ,0,2238.8,4/12/2025 0:41,Website,0
P77176442,HYUNDAI,VELOSTER,2016,SPORT,6/22/2000,خميس مشيط,Male,Saudi Arabia        ,0,1651.66,4/13/2025 0:41,Website,0
P83937188,NISSAN,ALTIMA,2010,SEDAN,8/7/1989,الرياض,Male,Saudi Arabia        ,0,1403.11,7/9/2025 0:41,App,0
P90721261,TOYOTA,COROLLA,2024,SEDAN,8/26/2003,الخرج,Male,Saudi Arabia        ,0,2625.56,2/25/2025 0:41,Website,0
P46336828,NISSAN,ALTIMA,2007,SEDAN,3/17/2004,جدة,Male,Saudi Arabia        ,0,1918.07,2/28/2025 0:41,Website,0
P57389605,HYUNDAI,ACCENT,2010,SEDAN,3/12/1986,الجوف,Male,Saudi Arabia        ,0,1703.05,3/19/2025 0:41,App,0
P95736015,HYUNDAI,ACCENT,2012,SEDAN,1/1/1986,الرياض,Male,Egypt               ,1736.98,1736.98,4/28/2025 0:41,App,0
P39000522,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,1/17/2025 0:41,App,0
P70646115,HYUNDAI,ELANTRA,2016,SEDAN,1/3/1996,تاروت,Male,Saudi Arabia        ,0,1355.49,3/11/2025 0:42,Website,0
P32858723,TOYOTA,AVALON,2003,SEDAN,6/10/1994,الرياض,Female,Egypt               ,0,1508.94,1/17/2025 0:42,App,0
P98317576,TOYOTA,LCRUSER GXR,2010,SUV,7/6/1980,جازان,Female,Saudi Arabia        ,0,1748.12,5/7/2025 0:42,App,0
P98171982,TOYOTA,RAV 4,2019,JEEP,2/5/1995,بريده,Female,Saudi Arabia        ,0,1218.7,6/25/2025 0:42,App,0
P47071186,MAZDA,6,2016,SEDAN,11/18/1963,جدة,Male,Saudi Arabia        ,153.84,1384.53,5/4/2025 0:42,Website,0
P22665500,HYUNDAI,ACCENT,2011,SEDAN,11/27/1993,الباحه,Male,Saudi Arabia        ,0,1681.12,1/14/2025 0:42,Website,0
P89913885,HYUNDAI,ELANTRA,2019,SEDAN,12/30/1995,مكة المكرمة,Male,Saudi Arabia        ,0,1445.33,3/17/2025 0:42,Website,0
P25877201,MAZDA,6,2016,SEDAN,3/15/1987,الخبر,Male,Saudi Arabia        ,0,1275.73,5/25/2025 0:42,Website,0
P76158938,TOYOTA,COROLLA,2003,SEDAN,8/19/1979,الهفوف,Male,Saudi Arabia        ,817.19,817.19,2/6/2025 0:42,App,0
P72858171,TOYOTA,LCRUSER GXR,2002,SUV,6/16/1973,القريات,Male,Saudi Arabia        ,0,1391.18,5/22/2025 0:42,Website,0
P75158239,TOYOTA,AVALON,2003,SEDAN,6/10/1994,الرياض,Female,Egypt               ,0,1508.94,7/5/2025 0:42,App,0
P14519751,TOYOTA,LCRUSER GXR,2010,SUV,7/6/1980,جازان,Female,Saudi Arabia        ,0,1748.12,5/11/2025 0:43,App,0
P79759333,HYUNDAI,VELOSTER,2016,SPORT,6/22/2000,خميس مشيط,Male,Saudi Arabia        ,0,1651.66,2/12/2025 0:43,App,0
P28082035,HYUNDAI,ACCENT,2010,SEDAN,8/6/1997,تبوك,Male,Egypt               ,159.21,1432.92,1/10/2025 0:43,Website,1
P85245037,NISSAN,SUNNY,2016,SEDAN,10/11/1992,الرياض,Female,Saudi Arabia        ,0,1481.71,1/7/2025 0:43,Agent,0
P40411888,NISSAN,ALTIMA,2007,SEDAN,3/17/2004,جدة,Male,Saudi Arabia        ,0,1918.07,3/3/2025 0:43,App,0
P92990455,NISSAN,PICK-UP,2015,PICKUP,12/30/2001,ينبع,Male,Saudi Arabia        ,171.48,1543.35,5/27/2025 0:43,App,0
P12299172,TOYOTA,CAMRY,2004,SEDAN,12/3/1991,حفر الباطن,Female,Saudi Arabia        ,0,1396.48,5/13/2025 0:43,Website,0
P65195155,HYUNDAI,ELANTRA,2018,SEDAN,8/23/1971,الخرمه,Male,Saudi Arabia        ,0,1017.27,2/8/2025 0:43,App,0
P77237922,G.M.C.,PICK-UP,2012,PICKUP,2/9/1993,الطائف,Male,Saudi Arabia        ,0,960.02,6/26/2025 0:43,Website,0
P12525937,HYUNDAI,ACCENT,2011,SEDAN,11/27/1993,الباحه,Male,Saudi Arabia        ,186.79,1681.12,3/28/2025 0:43,App,0
P33594133,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,5/11/2025 0:43,Agent,0
P17593735,MAZDA,6,2022,SEDAN,7/19/2000,الدمام,Male,Saudi Arabia        ,0,1551.96,1/24/2025 0:44,App,0
P86293370,TOYOTA,HILUX GLX,2011,PICKUP,10/25/1992,شرورة,Male,Saudi Arabia        ,0,1119.79,1/25/2025 0:44,Website,0
P68141396,HYUNDAI,ELANTRA,2018,SEDAN,8/23/1971,الخرمه,Male,Saudi Arabia        ,409.3,955.03,4/15/2025 0:44,App,0
P88233910,MITSUBISHI,PICK-UP,2016,PICKUP,11/23/1979,مكة المكرمة,Male,Saudi Arabia        ,0,817.19,2/27/2025 0:44,Website,0
P49046334,HYUNDAI,ELANTRA,2018,SEDAN,8/23/1971,الخرمه,Male,Saudi Arabia        ,0,976.62,5/16/2025 0:44,App,0
P32106770,NISSAN,PICK-UP,2015,PICKUP,12/30/2001,ينبع,Male,Saudi Arabia        ,171.48,1543.35,6/14/2025 0:44,App,0
P96687951,HYUNDAI,ELANTRA,2018,SEDAN,8/23/1971,الخرمه,Male,Saudi Arabia        ,0,976.62,1/4/2025 0:44,App,0
P30105101,TOYOTA,FORTUNER,2020,SUV,10/24/1991,تيماء,Male,Saudi Arabia        ,0,916.01,2/22/2025 0:45,Website,0
P39903763,TOYOTA,CAMRY,2019,SEDAN,11/5/1997,حفر الباطن,Male,Saudi Arabia        ,0,2112.58,3/21/2025 0:45,App,0
P93343792,NISSAN,SUNNY,2016,SEDAN,10/11/1992,الرياض,Female,Saudi Arabia        ,192.46,1732.17,5/16/2025 0:45,Website,0
P82678225,FORD,FLEX,2013,SUV,12/23/1988,تبوك,Male,Saudi Arabia        ,0,1187.11,2/24/2025 0:45,App,0
P12970753,NISSAN,PICK-UP,2011,PICKUP,11/6/1964,جدة,Male,Saudi Arabia        ,0,858.46,4/17/2025 0:45,App,0
P82709033,MAZDA,6,2016,SEDAN,3/15/1987,الخبر,Male,Saudi Arabia        ,760.82,1141.24,7/12/2025 0:46,App,0
P33347235,CHERY,ARRIZO 5,2024,SEDAN,4/28/1989,المدينة المنورة,Female,Saudi Arabia        ,0,1203.46,4/1/2025 0:46,Website,0
P33229611,HYUNDAI,ELANTRA,2023,SEDAN,1/2/1997,صفوى,Male,Egypt               ,0,1781.84,7/16/2025 0:46,Website,0
P30031702,MAZDA,6,2020,SEDAN,3/22/2001,مكة المكرمة,Male,Saudi Arabia        ,0,1553.56,3/3/2025 0:46,Website,0
P30832065,HYUNDAI,ELANTRA,2012,SEDAN,9/13/1969,الهفوف,Male,Saudi Arabia        ,133.16,1198.48,6/6/2025 0:47,App,1
P41691748,MAZDA,6,2020,SEDAN,3/22/2001,مكة المكرمة,Male,Saudi Arabia        ,0,1553.56,6/5/2025 0:47,Website,0
P76676699,TOYOTA,AVALON,2014,SEDAN,4/20/2000,ينبع,Male,Saudi Arabia        ,0,1549.81,7/11/2025 0:47,App,0
P34333142,TOYOTA,COROLLA,2008,SEDAN,12/5/1993,جدة,Male,Egypt               ,0,1367.09,4/17/2025 0:47,App,0
P90177014,TOYOTA,YARIS,2015,SEDAN,5/23/1995,طبرجل,Male,Saudi Arabia        ,210.64,1895.74,2/5/2025 0:47,Website,0
P46043487,HYUNDAI,VELOSTER,2016,SPORT,6/22/2000,خميس مشيط,Male,Saudi Arabia        ,0,1651.66,3/27/2025 0:47,App,0
P19719247,TOYOTA,COROLLA,2008,SEDAN,12/5/1993,جدة,Male,Egypt               ,0,1367.09,3/25/2025 0:47,Website,0
P88439198,KIA,OPTIMA,2015,SEDAN,12/28/1992,الهفوف,Female,Saudi Arabia        ,0,1222.52,5/17/2025 0:47,Agent,0
P11673710,KIA,CERATO,2020,SEDAN,5/23/1980,الدمام,Male,Kuwait              ,131.43,1182.84,2/6/2025 0:47,Website,0
P84923811,TOYOTA,COROLLA,2008,SEDAN,12/5/1993,جدة,Male,Egypt               ,0,1367.09,6/24/2025 0:48,Website,0
P23277644,FORD,EXPLORER,2010,SUV,2/26/1988,احدالمسارحة,Female,Saudi Arabia        ,0,2014.81,7/17/2025 0:48,Website,0
P98935182,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,0,2239.38,2/26/2025 0:48,App,1
P90293874,GEELY,EC8,2013,SEDAN,2/9/1985,مكة المكرمة,Male,Saudi Arabia        ,0,1028.19,6/25/2025 0:48,App,0
P16954327,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,248.82,2239.38,6/9/2025 0:48,App,0
P38247612,KIA,SPORTAGE,2017,SUV,2/5/1989,تبوك,Female,Saudi Arabia        ,0,916.74,5/23/2025 0:48,App,0
P29871316,KIA,SORENTO,2018,JEEP,5/28/1990,بريده,Male,Saudi Arabia        ,0,1246.93,1/20/2025 0:49,Website,0
P13617507,TOYOTA,COROLLA,2009,SEDAN,7/3/1995,الرياض,Male,Saudi Arabia        ,0,1940.91,6/24/2025 0:49,Website,0
P50032012,TOYOTA,AVALON,2007,SEDAN,8/15/1981,ضمد,Male,Saudi Arabia        ,0,1348.6,5/12/2025 0:49,Agent,0
P91031469,HONDA,ACCORD DC,2017,SEDAN,5/18/1996,الرياض,Male,Egypt               ,0,2469.46,1/4/2025 0:49,App,0
P95234654,NISSAN,SUNNY,2016,SEDAN,10/11/1992,الرياض,Female,Saudi Arabia        ,0,1732.17,5/24/2025 0:49,Website,0
P21712324,KIA,CERATO,2020,SEDAN,5/23/1980,الدمام,Male,Kuwait              ,0,1182.84,4/12/2025 0:49,Website,0
P27829336,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,3/20/2025 0:49,App,0
P27594309,TOYOTA,CAMRY,2001,SEDAN,7/7/1993,المدينة المنورة,Male,Saudi Arabia        ,0,963.81,3/30/2025 0:50,Website,0
P52218109,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,0,2239.38,1/25/2025 0:50,App,0
P52634694,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,7/5/2025 0:50,Website,0
P33190076,HYUNDAI,ACCENT,2010,SEDAN,9/7/1992,صبياء,Male,Pakistan            ,0,2203.14,3/22/2025 0:50,App,0
P10928057,HYUNDAI,SONATA,2017,SEDAN,6/11/1996,الرياض,Female,Saudi Arabia        ,0,2257.29,1/9/2025 0:50,App,0
P48777005,TOYOTA,CAMRY,2020,SEDAN,2/21/1969,الخبر,Male,Saudi Arabia        ,297.89,1191.58,1/3/2025 0:50,App,0
P51954825,TOYOTA,YARIS,2009,SEDAN,5/27/1998,الطائف,Male,Algeria             ,0,1322.43,3/9/2025 0:51,Agent,0
P16870817,TOYOTA,CAMRY,2004,SEDAN,12/3/1991,حفر الباطن,Female,Saudi Arabia        ,133.07,1197.67,6/13/2025 0:51,Website,0
P66941047,HYUNDAI,SONATA,2016,SEDAN,6/3/1995,الرياض,Male,Saudi Arabia        ,0,1968.41,1/16/2025 0:51,Website,0
P90707730,TOYOTA,CAMRY,1997,SEDAN,6/8/1983,القطيف,Male,Saudi Arabia        ,0,771.52,3/1/2025 0:51,Agent,0
P65001857,TOYOTA,INNOVA,2011,SUV,5/1/1979,جازان,Male,Egypt               ,0,2239.38,6/15/2025 0:51,Website,1
P83342575,HYUNDAI,ELANTRA,2024,SEDAN,3/7/2004,الرياض,Male,Saudi Arabia        ,0,2687.56,1/9/2025 0:51,App,0
P60047053,TOYOTA,LUCRUSER LX,2015,PICKUP,8/3/1993,بريده,Male,Saudi Arabia        ,0,1124.49,7/12/2025 0:51,App,0
P35008869,TOYOTA,CAMRY,2004,SEDAN,12/3/1991,حفر الباطن,Female,Saudi Arabia        ,133.07,1197.67,6/5/2025 0:51,Agent,0
P26651945,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,6/28/2025 0:52,App,0
P51445560,TOYOTA,AVALON,2007,SEDAN,8/15/1981,ضمد,Male,Saudi Arabia        ,0,1348.6,5/6/2025 0:52,App,0
P66336728,TOYOTA,CAMRY,2001,SEDAN,7/7/1993,المدينة المنورة,Male,Saudi Arabia        ,0,963.81,3/9/2025 0:52,Website,0
P56899821,TOYOTA,LCRUSER GXR,2004,SUV,10/5/1967,المدينة المنورة,Male,Saudi Arabia        ,0,821.72,6/10/2025 0:52,App,0
P48194057,NISSAN,PATROL,2008,JEEP,6/17/1983,طريف,Male,Saudi Arabia        ,0,1889.5,2/2/2025 0:52,App,0
P12739467,TOYOTA,AVALON,2007,SEDAN,8/15/1981,ضمد,Male,Saudi Arabia        ,149.84,1348.6,3/25/2025 0:52,App,0
P50517151,TOYOTA,INNOVA,2017,SUV,1/23/1990,مكة المكرمة,Male,Saudi Arabia        ,157.57,1418.15,3/21/2025 0:53,App,1
P60617529,HYUNDAI,SONATA,2018,SEDAN,12/15/1994,جدة,Male,Saudi Arabia        ,0,1532.34,4/14/2025 0:53,App,0
P22955132,TOYOTA,CAMRY,1997,SEDAN,6/8/1983,القطيف,Male,Saudi Arabia        ,0,771.52,3/29/2025 0:53,Website,0
P21489112,TOYOTA,YARIS,2016,SEDAN,1/1/1976,صبياء,Male,Egypt               ,0,1749.21,2/5/2025 0:53,App,0
P15495787,NISSAN,KICKS,2023,SUV,10/4/1992,عرعر,Male,Saudi Arabia        ,0,1707.46,5/17/2025 0:53,App,0
P14129927,KIA,CERATO,2010,SEDAN,8/1/1996,جدة,Male,Egypt               ,0,1859.03,3/4/2025 0:53,Agent,0
P42358088,TOYOTA,COROLLA,2018,SEDAN,7/11/1975,حائل,Female,Saudi Arabia        ,0,1424.43,4/10/2025 0:53,Agent,0
P96484777,TOYOTA,COROLLA,2010,SEDAN,8/4/1986,الدمام,Male,Saudi Arabia        ,0,1207.04,4/19/2025 0:53,App,0
P69168034,TOYOTA,INNOVA,2008,SUV,3/6/1954,مكة المكرمة,Male,Saudi Arabia        ,139.86,1258.75,3/31/2025 0:54,App,0
P79606438,TOYOTA,LCRUSER GXR,2004,SUV,10/5/1967,المدينة المنورة,Male,Saudi Arabia        ,0,821.72,6/21/2025 0:54,App,0
P66125376,TOYOTA,CAMRY,2000,SEDAN,11/13/1989,جدة,Male,Egypt               ,0,1147.21,3/10/2025 0:54,App,0
P29870088,TOYOTA,HILUX GLX,2018,PICKUP,7/28/1957,حفر الباطن,Male,Jordan              ,0,1497.77,1/18/2025 0:54,App,0
P68631928,G.M.C.,ACADIA,2019,SUV,5/10/1948,جدة,Male,Saudi Arabia        ,0,1090.26,5/5/2025 0:54,App,1
P69527039,KIA,CERATO,2010,SEDAN,8/1/1996,جدة,Male,Egypt               ,0,1859.03,4/21/2025 0:55,Website,0
P89173010,KIA,CERATO,2013,SEDAN,3/23/2001,الرياض,Female,Saudi Arabia        ,0,3120.08,3/8/2025 0:55,App,0
P92365340,HYUNDAI,ACCENT,2011,SEDAN,10/27/1990,القطيف,Male,Pakistan            ,0,1522.85,4/11/2025 0:55,App,0
P94318168,HONDA,ACCORD DC,2005,SEDAN,7/1/1992,المزاحمية,Male,Sudan               ,0,1098.73,2/5/2025 0:55,App,0
P62001002,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,4/13/2025 0:55,App,0
P16738930,HYUNDAI,ELANTRA,2015,SEDAN,9/13/1969,مكة المكرمة,Male,Saudi Arabia        ,284.4,1137.59,5/20/2025 0:55,App,0
P43292346,TOYOTA,LUCRUSER LX,2015,PICKUP,8/3/1993,بريده,Male,Saudi Arabia        ,0,1124.49,4/23/2025 0:55,Website,0
P35225090,TOYOTA,HILUX GLX,2010,PICKUP,11/6/1964,الجوف,Male,Saudi Arabia        ,0,1281.39,7/16/2025 0:55,App,0
P70720681,TOYOTA,AVALON,2007,SEDAN,8/15/1981,ضمد,Male,Saudi Arabia        ,149.84,1348.6,3/8/2025 0:56,App,0
P22159586,HYUNDAI,ACCENT,2017,SEDAN,9/7/1981,تاروت,Male,Saudi Arabia        ,0,1216.83,1/18/2025 0:57,App,0
P12640160,TOYOTA,YARIS,2016,SEDAN,7/13/1995,الرياض,Male,Egypt               ,0,2640.24,1/7/2025 0:57,App,0
P54927771,TOYOTA,CAMRY,2001,SEDAN,7/7/1993,المدينة المنورة,Male,Saudi Arabia        ,107.09,963.81,1/21/2025 0:57,Website,0
P15146851,HYUNDAI,ACCENT,2016,SEDAN,6/29/1976,جازان,Male,Saudi Arabia        ,0,1566.3,4/10/2025 0:57,Website,0
P16335620,KIA,CERATO,2010,SEDAN,8/1/1996,جدة,Male,Egypt               ,0,1859.03,2/24/2025 0:57,App,0
P49919982,FORD,EXCURSION,2002,SUV,7/8/1959,ينبع,Male,Saudi Arabia        ,0,1055.61,6/17/2025 0:57,App,0
P68630710,HYUNDAI,ELANTRA,2015,SEDAN,2/18/1984,الجبيل,Male,Yemen               ,0,2168.47,4/20/2025 0:57,App,0
P85419060,TOYOTA,LCRUSER GXR,2015,SUV,7/11/1975,المذنب,Male,Saudi Arabia        ,0,969.9,3/26/2025 0:58,Website,0
P60014973,TOYOTA,CAMRY,2005,SEDAN,10/20/1987,الرياض,Male,Albania             ,0,1900.16,1/3/2025 0:58,Website,0
P84513700,TOYOTA,CAMRY,2002,SEDAN,3/18/1999,جازان,Male,Saudi Arabia        ,477.19,1908.76,1/23/2025 0:58,App,0
P68266649,TOYOTA,CAMRY,2014,SEDAN,1/9/1981,المدينة المنورة,Female,Saudi Arabia        ,127.53,1147.79,7/14/2025 0:58,Website,0
P19987597,HONDA,ACCORD DC,2017,SEDAN,5/26/2004,ينبع,Male,Saudi Arabia        ,0,2843.19,7/7/2025 0:59,App,0
P63551277,TOYOTA,CAMRY,2023,SEDAN,1/30/1996,الرياض,Male,Saudi Arabia        ,0,1475.57,7/18/2025 0:59,Website,0
P26600891,NISSAN,SUNNY,2016,SEDAN,12/25/1999,عرعر,Male,Saudi Arabia        ,1708.47,1708.47,5/29/2025 0:59,App,0
P49024494,HYUNDAI,GRANDUR,2019,SEDAN,4/15/2004,الرس,Male,Saudi Arabia        ,0,1541.2,4/14/2025 0:59,Website,0
P95970293,TOYOTA,CAMRY,2014,SEDAN,1/9/1981,المدينة المنورة,Female,Saudi Arabia        ,0,1147.79,2/20/2025 0:59,App,0
P94229908,MG,SEDAN,2020,SEDAN,3/7/1980,المدينة المنورة,Female,Egypt               ,0,1233.95,5/23/2025 1:00,Website,0
P48877405,TOYOTA,YARIS,2017,SEDAN,5/22/1947,بريده,Male,Saudi Arabia        ,0,968.58,1/9/2025 1:00,App,0
P28320748,TOYOTA,FJ CRUSER,2010,JEEP,7/8/1959,ينبع,Male,Saudi Arabia        ,1188.13,1188.13,6/22/2025 1:00,App,0
P11435787,HYUNDAI,AZERA,2024,SEDAN,3/2/1998,مكة المكرمة,Male,Saudi Arabia        ,0,1159,3/30/2025 1:00,App,0
P82463393,G.M.C.,YUKON,2010,SUV,6/18/1977,حفر الباطن,Male,Saudi Arabia        ,0,1621.51,2/21/2025 1:00,App,0
P14405943,NISSAN,SUNNY,2011,SEDAN,10/22/1986,مكة المكرمة,Male,Yemen               ,0,1846.49,7/20/2025 1:01,App,0
P10858268,TOYOTA,CAMRY,2023,SEDAN,1/30/1996,الرياض,Male,Saudi Arabia        ,0,1475.57,2/5/2025 1:01,App,0
P38995128,HYUNDAI,GRANDUR,2019,SEDAN,4/15/2004,الرس,Male,Saudi Arabia        ,0,1541.2,6/5/2025 1:01,Agent,0
P45588595,KIA,CERATO,2015,SEDAN,7/20/1988,الدمام,Male,Saudi Arabia        ,0,1360.31,1/26/2025 1:01,Website,0
P59122202,MAZDA,6,2020,SEDAN,9/27/1997,المدينة المنورة,Male,Saudi Arabia        ,0,1629.85,5/28/2025 1:01,App,0
P37554988,HYUNDAI,ELANTRA,2021,SEDAN,5/19/2002,تبوك,Male,Saudi Arabia        ,346.38,1385.51,4/4/2025 1:01,App,0
P59536454,NISSAN,PICK-UP,2013,PICKUP,11/28/1962,رفحاء,Male,Saudi Arabia        ,0,1406.19,4/20/2025 1:01,App,1
P73841719,CHRYSLER,300 S,2018,SEDAN,1/1/1999,الرياض,Male,Albania             ,0,2087.5,2/17/2025 1:02,Agent,0
P59124688,TOYOTA,COROLLA,2019,SEDAN,4/14/1969,الدمام,Male,Saudi Arabia        ,419.83,979.61,7/15/2025 1:02,Website,0
P22329110,TOYOTA,CAMRY,2017,SEDAN,9/22/1989,جدة,Female,Saudi Arabia        ,0,1228.71,4/22/2025 1:02,App,0
P39355002,HYUNDAI,ELANTRA,2020,SEDAN,9/13/1969,الرياض,Male,Saudi Arabia        ,734.21,1713.17,4/18/2025 1:02,App,0
P54956456,TOYOTA,CAMRY,2004,SEDAN,12/3/1991,حفر الباطن,Female,Saudi Arabia        ,155.16,1396.48,1/26/2025 1:02,Website,1
P86037629,HYUNDAI,ACCENT,2018,SEDAN,11/30/1996,المجمعه,Female,Saudi Arabia        ,0,1391.02,7/20/2025 1:02,App,0
P92482218,NISSAN,INFINITI,2005,SEDAN,5/16/1991,الرياض,Male,Poland              ,0,1122.23,2/15/2025 1:02,App,0
P43914859,HYUNDAI,ELANTRA,2019,SEDAN,4/9/1984,الرس,Male,Sudan               ,458.71,1070.33,1/18/2025 1:02,Website,0
P49466789,TOYOTA,LCRUSER GXR,1997,SUV,12/28/1976,حفر الباطن,Male,Saudi Arabia        ,0,895.27,1/17/2025 1:02,Agent,0
P44614673,MERCEDES,S450,2018,SEDAN,9/7/2002,المدينة المنورة,Male,Saudi Arabia        ,0,811.67,1/9/2025 1:02,App,0
P87532869,HAVAL,JOLION,2023,SUV,4/23/1970,الخبر,Male,Saudi Arabia        ,0,1001.74,5/18/2025 1:02,Agent,0
P86844307,HYUNDAI,SONATA,2014,SEDAN,11/1/1997,جدة,Male,Egypt               ,0,2145.44,6/15/2025 1:02,App,0
P48346395,TOYOTA,CAMRY,2004,SEDAN,12/3/1991,حفر الباطن,Female,Saudi Arabia        ,0,1197.67,6/3/2025 1:02,Website,0
P52243984,DAIHATSU,SIRION,2009,SEDAN,1/1/1993,جدة,Male,Egypt               ,0,1474.07,5/10/2025 1:03,App,0
P83472198,TOYOTA,CAMRY,2016,SEDAN,11/24/1986,الدمام,Male,Saudi Arabia        ,0,1048.98,5/14/2025 1:03,App,0
P41043661,HONDA,ACCORD DC,2005,SEDAN,7/1/1992,المزاحمية,Male,Sudan               ,0,1098.73,2/26/2025 1:03,Website,0
P20385993,HYUNDAI,ACCENT,2018,SEDAN,11/30/1996,المجمعه,Female,Saudi Arabia        ,154.56,1391.02,7/10/2025 1:03,Agent,0
P63608766,HYUNDAI,SONATA,2011,SEDAN,4/19/1980,جدة,Male,Saudi Arabia        ,0,1442.59,7/4/2025 1:04,Website,0
P70820690,HYUNDAI,ELANTRA,2017,SEDAN,7/10/1984,الرياض,Male,Yemen               ,367.02,3303.18,4/23/2025 1:04,Website,0
P51276855,DAIHATSU,SIRION,2009,SEDAN,1/1/1993,جدة,Male,Egypt               ,0,1474.07,5/8/2025 1:04,App,0
P27943771,TOYOTA,CAMRY,2016,SEDAN,11/24/1986,الدمام,Male,Saudi Arabia        ,0,1017.65,2/19/2025 1:04,App,0
